23,1,473.988,219.041,29.302,70.8966,-1,-1,-1,-1
24,2,186.57,134.15,85,204,-1,-1,-1,-1
24,1,475.783,219.441,29.2024,70.676,-1,-1,-1,-1
24,3,459.923,54.8471,154.4,373.504,-1,-1,-1,-1
25,1,461.311,209.62,31,76,-1,-1,-1,-1
25,2,183.022,133.314,85,205,-1,-1,-1,-1
25,3,472.833,53.2582,155.28,375.605,-1,-1,-1,-1
26,1,460.477,209.586,32,76,-1,-1,-1,-1
26,2,177.605,132.218,88,212,-1,-1,-1,-1
26,3,487.743,53.6694,154.936,374.926,-1,-1,-1,-1
27,1,460.075,208.065,32,77,-1,-1,-1,-1
27,2,170.626,126.901,92,221,-1,-1,-1,-1
27,3,501.654,54.0805,153.523,371.311,-1,-1,-1,-1
28,1,460.286,208.328,32,76,-1,-1,-1,-1
28,2,166.054,125.046,93,225,-1,-1,-1,-1
28,3,515.564,52.4916,154.228,373.053,-1,-1,-1,-1
29,1,460.932,206.876,32,77,-1,-1,-1,-1
29,2,158.426,115.098,99,240,-1,-1,-1,-1
29,3,529.474,51.9028,154.473,373.68,-1,-1,-1,-1
30,1,461.431,206.641,32,77,-1,-1,-1,-1
30,2,150.899,105.503,105,254,-1,-1,-1,-1
31,1,461.338,206.112,32,78,-1,-1,-1,-1
31,2,140.764,93.164,114,275,-1,-1,-1,-1
32,1,461.686,205.803,32,78,-1,-1,-1,-1
32,2,131.791,85.9518,119,287,-1,-1,-1,-1
33,1,461.795,205.091,33,79,-1,-1,-1,-1
33,2,121.592,77.1337,127,306,-1,-1,-1,-1
34,1,463.562,206.36,32,77,-1,-1,-1,-1
34,2,109.993,68.3237,135,326,-1,-1,-1,-1
35,1,464.047,206.587,32,78,-1,-1,-1,-1
35,2,92.2712,50.7504,150,363,-1,-1,-1,-1
36,1,463.317,204.765,33,81,-1,-1,-1,-1
36,2,76.2497,42.0998,157,380,-1,-1,-1,-1
37,1,464.433,207.326,32,78,-1,-1,-1,-1
37,2,60.086,28.7603,169,409,-1,-1,-1,-1
38,1,464.879,208.292,32,76,-1,-1,-1,-1
38,2,53.3123,39.8344,162,391,-1,-1,-1,-1
39,1,464.715,207.374,32,76,-1,-1,-1,-1
39,2,43.0043,47.9735,155,376,-1,-1,-1,-1
40,1,464.969,205.689,32,78,-1,-1,-1,-1
40,2,31.4555,44.6493,158.6,383.8,-1,-1,-1,-1
40,4,186,187,42,102,-1,-1,-1,-1
41,1,465.116,205.218,32,78,-1,-1,-1,-1
41,2,19.9066,43.3251,160.32,387.96,-1,-1,-1,-1
41,4,185.494,187.274,42,100,-1,-1,-1,-1
42,1,465.619,204.924,32,77,-1,-1,-1,-1
42,2,9.35774,43.0009,160.984,389.552,-1,-1,-1,-1
42,4,183.086,185.088,43,103,-1,-1,-1,-1
43,1,466.382,204.767,32,77,-1,-1,-1,-1
43,4,181.393,182.515,44,107,-1,-1,-1,-1
43,2,-1.19113,45.6768,159.381,385.662,-1,-1,-1,-1
44,1,467.321,204.273,32,77,-1,-1,-1,-1
44,4,178.524,180.25,46,110,-1,-1,-1,-1
44,2,-10.74,47.3526,158.857,384.595,-1,-1,-1,-1
45,1,468.367,204.528,31,76,-1,-1,-1,-1
45,4,177.102,181.408,43,105,-1,-1,-1,-1
45,2,-22.2889,47.0284,159.628,386.314,-1,-1,-1,-1
46,1,469.036,203.61,31,76,-1,-1,-1,-1
46,4,173.74,179.321,45,109,-1,-1,-1,-1
46,2,-32.8377,47.7042,159.834,386.817,-1,-1,-1,-1
47,1,469.277,200.151,33,80,-1,-1,-1,-1
47,4,172.748,177.485,46,112,-1,-1,-1,-1
47,2,-43.3866,48.38,159.737,386.588,-1,-1,-1,-1
48,1,471.067,200.618,32,78,-1,-1,-1,-1
48,4,171.17,180.25,44,107,-1,-1,-1,-1
48,2,-53.9355,49.0559,159.487,385.995,-1,-1,-1,-1
49,1,471.508,199.497,32,78,-1,-1,-1,-1
49,4,168.135,179.46,45,110,-1,-1,-1,-1
50,1,472.13,199.233,32,78,-1,-1,-1,-1
50,4,164.667,176.212,48,116,-1,-1,-1,-1
50,5,323,207,25,61,-1,-1,-1,-1
51,1,472.9,199.607,32,78,-1,-1,-1,-1
51,4,161.322,174.91,49,119,-1,-1,-1,-1
51,5,323.938,208.461,25,59,-1,-1,-1,-1
51,6,348,208,25,60,-1,-1,-1,-1
52,1,473.781,199.553,32,78,-1,-1,-1,-1
52,4,160.087,176.437,48,117,-1,-1,-1,-1
52,5,324.222,206.149,26,63,-1,-1,-1,-1
52,6,349.029,208.574,25,60,-1,-1,-1,-1
53,1,474.74,199.575,32,78,-1,-1,-1,-1
53,4,156.512,174.803,50,122,-1,-1,-1,-1
53,5,325.286,208.345,25,59,-1,-1,-1,-1
53,6,349.95,207.626,25,61,-1,-1,-1,-1
54,1,476.179,199.639,32,78,-1,-1,-1,-1
54,4,152.691,175.034,51,122,-1,-1,-1,-1
54,5,325.943,207.868,25,61,-1,-1,-1,-1
54,6,349.912,205.131,27,65,-1,-1,-1,-1
55,1,476.527,199.15,33,79,-1,-1,-1,-1
55,4,148.279,173.026,53,127,-1,-1,-1,-1
55,5,325.318,204.296,28,67,-1,-1,-1,-1
55,6,350.451,204.746,27,65,-1,-1,-1,-1
56,1,476.916,198.542,34,81,-1,-1,-1,-1
56,4,144.893,172.272,53,129,-1,-1,-1,-1
56,5,324.929,202.393,29,70,-1,-1,-1,-1
56,6,351.144,203.451,28,68,-1,-1,-1,-1
57,1,475.892,196.251,37,88,-1,-1,-1,-1
57,4,141.999,172.38,54,129,-1,-1,-1,-1
57,5,326.716,203.018,28,69,-1,-1,-1,-1
57,6,352.39,204.103,28,67,-1,-1,-1,-1
58,1,476.163,197.607,36,88,-1,-1,-1,-1
58,4,137.195,170.396,55,133,-1,-1,-1,-1
58,5,326.629,202.056,29,71,-1,-1,-1,-1
58,6,354.033,206.443,27,65,-1,-1,-1,-1
59,1,478.22,202.111,33,79,-1,-1,-1,-1
59,4,132.596,169.655,57,137,-1,-1,-1,-1
59,5,327.192,201.639,30,72,-1,-1,-1,-1
59,6,355.512,206.388,28,67,-1,-1,-1,-1
60,1,475.913,196.248,39,93,-1,-1,-1,-1
60,4,131.326,173.171,54.4,131,-1,-1,-1,-1
60,5,327.488,200.758,30,73,-1,-1,-1,-1
60,6,357.275,206.997,28,68,-1,-1,-1,-1
61,1,476.749,195.984,40,96,-1,-1,-1,-1
61,5,327.463,199.287,32,78,-1,-1,-1,-1
61,6,357.794,204.478,30,72,-1,-1,-1,-1
61,4,121.202,162.606,62,149,-1,-1,-1,-1
62,1,477.686,198.267,39,94,-1,-1,-1,-1
62,5,328.08,201.105,32,76,-1,-1,-1,-1
62,6,359.546,204.872,30,72,-1,-1,-1,-1
62,4,109.684,151.794,71,171,-1,-1,-1,-1
63,1,480.552,202.245,38,91,-1,-1,-1,-1
63,5,328.718,200.54,33,79,-1,-1,-1,-1
63,6,361.324,205.408,31,74,-1,-1,-1,-1
63,4,104.134,151.91,71,172,-1,-1,-1,-1
64,1,483.08,204.967,37,88,-1,-1,-1,-1
64,4,100.463,151.111,71,171,-1,-1,-1,-1
64,5,329.801,199.664,34,81,-1,-1,-1,-1
64,6,363.965,206.037,31,74,-1,-1,-1,-1
65,1,485.745,205.262,36,88,-1,-1,-1,-1
65,4,92.9548,144.265,78,188,-1,-1,-1,-1
65,5,332.303,203.385,32,77,-1,-1,-1,-1
65,6,366.02,206.687,31,75,-1,-1,-1,-1
66,1,487.017,205.711,37,88,-1,-1,-1,-1
66,4,88.1039,142.989,80,193,-1,-1,-1,-1
66,5,333.672,204.122,32,78,-1,-1,-1,-1
66,6,367.617,205.916,32,78,-1,-1,-1,-1
67,1,487.856,201.746,40,98,-1,-1,-1,-1
67,4,78.8339,140.343,83,200,-1,-1,-1,-1
67,5,332.92,200.958,35,85,-1,-1,-1,-1
67,6,367.747,201.504,36,86,-1,-1,-1,-1
68,1,487.215,195.635,45,108,-1,-1,-1,-1
68,4,69.4872,138.07,84,203,-1,-1,-1,-1
68,5,334.639,202.573,34,82,-1,-1,-1,-1
68,6,370.715,200.659,35,85,-1,-1,-1,-1
69,1,491.647,200.122,40,97,-1,-1,-1,-1
69,4,55.0349,133.786,87,211,-1,-1,-1,-1
69,5,334.835,198.735,36,87,-1,-1,-1,-1
69,6,373.986,201.414,34,83,-1,-1,-1,-1
70,1,492.816,201.698,39,93,-1,-1,-1,-1
70,4,43.7157,128.666,91,220,-1,-1,-1,-1
70,5,334.966,196.621,37,90,-1,-1,-1,-1
70,6,375.573,201.657,35,84,-1,-1,-1,-1
70,7,223,203,28,68,-1,-1,-1,-1
71,1,497.382,207.645,32,77,-1,-1,-1,-1
71,5,336.044,195.794,37,90,-1,-1,-1,-1
71,6,378.39,199.404,36,88,-1,-1,-1,-1
71,7,223.623,202.733,28,68,-1,-1,-1,-1
71,4,38.3447,135.467,85,205.4,-1,-1,-1,-1
72,1,497.971,207.164,31,75,-1,-1,-1,-1
72,5,336.516,192.663,39,95,-1,-1,-1,-1
72,6,380.358,196.78,38,92,-1,-1,-1,-1
72,7,223.377,202.716,28,68,-1,-1,-1,-1
72,4,29.9737,134.268,86,207.88,-1,-1,-1,-1
73,1,499.486,205.752,32,76,-1,-1,-1,-1
73,5,338.273,193.628,39,94,-1,-1,-1,-1
73,6,383.417,195.469,38,92,-1,-1,-1,-1
73,7,223.144,200.267,30,72,-1,-1,-1,-1
73,4,21.6028,133.069,86.6,209.456,-1,-1,-1,-1
74,1,500.705,201.293,34,83,-1,-1,-1,-1
74,5,341.655,196.085,37,90,-1,-1,-1,-1
74,6,386.384,193.549,39,93,-1,-1,-1,-1
74,7,224.367,201.987,28.4,68.6,-1,-1,-1,-1
74,4,12.2318,132.869,87.12,210.747,-1,-1,-1,-1
75,1,501.983,199.252,35,86,-1,-1,-1,-1
75,5,342.031,192.454,41,98,-1,-1,-1,-1
75,6,389.126,191.393,41,98,-1,-1,-1,-1
75,7,224.59,201.707,28.48,68.92,-1,-1,-1,-1
75,4,3.8608,132.67,87.144,210.697,-1,-1,-1,-1
76,1,503.83,198.631,36,86,-1,-1,-1,-1
76,5,343.928,190.864,42,100,-1,-1,-1,-1
76,6,392.651,191.674,41,99,-1,-1,-1,-1
76,7,224.813,200.426,28.576,69.104,-1,-1,-1,-1
76,4,-3.51019,133.471,86.3728,208.836,-1,-1,-1,-1
77,1,505.763,198.323,35,85,-1,-1,-1,-1
77,5,344.446,187.858,44,105,-1,-1,-1,-1
77,6,397.423,194.246,39,95,-1,-1,-1,-1
77,7,225.036,200.146,28.6912,69.3248,-1,-1,-1,-1
78,1,507.321,195.499,36,88,-1,-1,-1,-1
78,5,346.552,188.871,43,103,-1,-1,-1,-1
78,6,401.362,193.796,39,95,-1,-1,-1,-1
78,7,225.26,199.866,28.8294,69.5898,-1,-1,-1,-1
79,1,508.6,195.718,35,85,-1,-1,-1,-1
79,5,347.8,186.462,44,107,-1,-1,-1,-1
79,6,403.107,189.149,42,102,-1,-1,-1,-1
79,7,225.483,199.586,28.5953,69.1077,-1,-1,-1,-1
80,1,510.119,196.9,36,87,-1,-1,-1,-1
80,5,348.143,185.336,47,113,-1,-1,-1,-1
80,6,404.127,184.119,47,113,-1,-1,-1,-1
80,7,225.706,199.306,28.6344,69.2093,-1,-1,-1,-1
81,1,511.399,200.628,35,83,-1,-1,-1,-1
81,5,350.007,186.285,47,114,-1,-1,-1,-1
81,6,407.378,184.894,47,113,-1,-1,-1,-1
81,7,225.929,199.026,28.6653,69.2671,-1,-1,-1,-1
82,1,512.511,202.189,35,86,-1,-1,-1,-1
82,5,349.929,182.341,51,123,-1,-1,-1,-1
82,6,410.475,185.762,48,116,-1,-1,-1,-1
82,7,226.152,198.746,28.6831,69.2997,-1,-1,-1,-1
83,1,514.081,205.41,34,83,-1,-1,-1,-1
83,5,350.894,179.587,54,129,-1,-1,-1,-1
83,6,415.203,189.818,47,113,-1,-1,-1,-1
83,7,226.376,198.466,28.6815,69.2947,-1,-1,-1,-1
84,1,513.709,205.86,35,86,-1,-1,-1,-1
84,5,352.318,180.386,55,132,-1,-1,-1,-1
84,6,420.262,192.365,47,114,-1,-1,-1,-1
85,1,515.277,207.565,35,85,-1,-1,-1,-1
85,5,354.208,180.464,56,136,-1,-1,-1,-1
85,6,422.639,188.438,52,125,-1,-1,-1,-1
86,1,517.118,209.017,35,85,-1,-1,-1,-1
86,5,357.418,183.123,56,136,-1,-1,-1,-1
86,6,426.76,188.114,54,130,-1,-1,-1,-1
87,1,518.565,205.407,38,93,-1,-1,-1,-1
87,5,358.157,177.857,62,149,-1,-1,-1,-1
87,6,431.976,188.62,54,130,-1,-1,-1,-1
88,1,521.422,208.758,37,89,-1,-1,-1,-1
88,5,360.661,175.426,65,156,-1,-1,-1,-1
88,6,436.653,187.875,56,135,-1,-1,-1,-1
89,1,524.232,209.257,36,88,-1,-1,-1,-1
89,5,365.658,173.283,65,158,-1,-1,-1,-1
89,6,443.495,191.154,55,133,-1,-1,-1,-1
90,1,525.961,206.839,37,90,-1,-1,-1,-1
90,5,370.8,170.243,67,161,-1,-1,-1,-1
90,6,450.271,190.252,56,136,-1,-1,-1,-1
91,1,528.067,204.264,38,92,-1,-1,-1,-1
91,5,374.397,164.817,71,171,-1,-1,-1,-1
91,6,452.621,181.743,62,149,-1,-1,-1,-1
91,7,228.99,206.892,27,66,-1,-1,-1,-1
92,1,529.551,201.235,39,93,-1,-1,-1,-1
92,5,379.792,162.478,73,175,-1,-1,-1,-1
92,6,460.339,179.279,61,148,-1,-1,-1,-1
92,7,229.68,205.975,28,66,-1,-1,-1,-1
93,1,532.447,200.385,38,92,-1,-1,-1,-1
93,5,384.847,158.364,75,182,-1,-1,-1,-1
93,6,466.064,171.116,66,160,-1,-1,-1,-1
93,7,230.032,205.091,28.1996,67.9592,-1,-1,-1,-1
94,1,534.335,200.601,37,89,-1,-1,-1,-1
94,5,387.583,151.866,81,196,-1,-1,-1,-1
94,6,473.435,166.067,70,168,-1,-1,-1,-1
94,7,230.385,205.206,28.1061,67.6976,-1,-1,-1,-1
95,1,535.367,199.204,38,91,-1,-1,-1,-1
95,5,392.483,149.421,83,200,-1,-1,-1,-1
95,6,480.799,157.328,77,186,-1,-1,-1,-1
95,7,230.737,205.321,27.9945,67.3847,-1,-1,-1,-1
96,1,537.152,198.368,38,91.4,-1,-1,-1,-1
96,5,395.488,140.119,90,218,-1,-1,-1,-1
96,6,489.761,152.54,82,198,-1,-1,-1,-1
96,7,226.792,202.891,30,73,-1,-1,-1,-1
97,1,538.938,197.532,38,91.28,-1,-1,-1,-1
97,5,402.713,139.662,91,221,-1,-1,-1,-1
97,6,499.261,152.386,84,202,-1,-1,-1,-1
97,7,226.759,203.045,30,73,-1,-1,-1,-1
98,1,540.724,197.695,37.8,90.936,-1,-1,-1,-1
98,5,408.096,131.952,99,238,-1,-1,-1,-1
98,6,505.888,144.449,90,217,-1,-1,-1,-1
98,7,225.259,201.178,31,75,-1,-1,-1,-1
99,5,421.076,137.716,96,232,-1,-1,-1,-1
99,6,516.282,141.863,93,224,-1,-1,-1,-1
99,7,225.411,201.168,31,74,-1,-1,-1,-1
99,1,542.509,196.859,37.76,90.7232,-1,-1,-1,-1
100,5,435.676,140.837,96,233,-1,-1,-1,-1
100,6,527.814,139.14,97,235,-1,-1,-1,-1
100,7,225.559,200.355,31,75,-1,-1,-1,-1
100,8,390,194,40,97,-1,-1,-1,-1
100,1,544.295,195.023,37.912,91.0678,-1,-1,-1,-1
101,5,440.144,114.623,115,279,-1,-1,-1,-1
101,6,552.046,163.732,78,188,-1,-1,-1,-1
101,7,225.257,199.661,32,76,-1,-1,-1,-1
101,8,391.523,192.721,42,100,-1,-1,-1,-1
101,1,546.081,194.187,37.8944,91.0814,-1,-1,-1,-1
102,5,450.998,92.8727,132,319,-1,-1,-1,-1
102,6,559.099,151.727,88.4,213.2,-1,-1,-1,-1
102,7,224.618,198.628,32,77,-1,-1,-1,-1
102,8,393.838,191.113,42,103,-1,-1,-1,-1
102,1,547.866,193.351,37.8733,91.0177,-1,-1,-1,-1
103,5,465.945,85.5369,137,332,-1,-1,-1,-1
103,6,570.152,151.722,89.28,215.44,-1,-1,-1,-1
103,7,223.621,196.654,34,81,-1,-1,-1,-1
103,8,396.021,192.868,42,102,-1,-1,-1,-1
103,1,549.652,193.514,37.8479,90.9652,-1,-1,-1,-1
104,5,483.205,84.324,139,335,-1,-1,-1,-1
104,7,223.667,197.275,33,79,-1,-1,-1,-1
104,8,399.017,192.947,42,102,-1,-1,-1,-1
104,9,421,186,44,105,-1,-1,-1,-1
104,1,551.437,192.678,37.8575,90.9711,-1,-1,-1,-1
104,6,582.205,152.717,89.136,215.128,-1,-1,-1,-1
105,5,506.82,102.187,123.8,299.6,-1,-1,-1,-1
105,7,222.864,197.027,33,79,-1,-1,-1,-1
105,8,401.559,192.876,43,104,-1,-1,-1,-1
105,9,423.853,186.046,43,105,-1,-1,-1,-1
105,6,595.258,154.713,88.3632,213.354,-1,-1,-1,-1
106,5,519.435,96.0504,129.36,312.92,-1,-1,-1,-1
106,7,223.542,197.796,32.8,78.4,-1,-1,-1,-1
106,8,403.592,189.223,45,109,-1,-1,-1,-1
106,9,425.609,182.57,46,112,-1,-1,-1,-1
106,6,608.311,157.708,86.6358,209.024,-1,-1,-1,-1
107,8,405.092,183.844,49,118,-1,-1,-1,-1
107,9,426.424,178.799,49,117,-1,-1,-1,-1
107,5,534.051,91.9135,132.232,319.704,-1,-1,-1,-1
107,7,222.53,198.376,32,77,-1,-1,-1,-1
108,8,408.618,184.844,47,114,-1,-1,-1,-1
108,9,430.281,179.397,47,114,-1,-1,-1,-1
108,10,294,207,27,64,-1,-1,-1,-1
108,11,245,214,30,72,-1,-1,-1,-1
108,5,549.666,91.7767,132.278,319.845,-1,-1,-1,-1
108,7,222.035,198.348,32.96,78.88,-1,-1,-1,-1
109,1,545.001,190.282,42,102,-1,-1,-1,-1
109,8,410.41,182.608,48,117,-1,-1,-1,-1
109,9,432.731,178.341,48,115,-1,-1,-1,-1
109,10,293.557,205.908,27,65,-1,-1,-1,-1
109,11,243.054,213.317,30,72.6,-1,-1,-1,-1
109,5,565.282,92.6398,131.334,317.414,-1,-1,-1,-1
109,7,221.539,198.32,32.752,78.456,-1,-1,-1,-1
110,1,545.816,191.974,42,100,-1,-1,-1,-1
110,8,412.692,187.683,46,111,-1,-1,-1,-1
110,9,435.338,178.818,48,116,-1,-1,-1,-1
110,10,291.077,204.263,29,69,-1,-1,-1,-1
110,11,241.481,211.825,30.4,73.32,-1,-1,-1,-1
110,12,310,211,26,63,-1,-1,-1,-1
110,5,581.897,94.503,129.801,313.897,-1,-1,-1,-1
110,7,221.044,198.292,32.7024,78.3472,-1,-1,-1,-1
111,1,546.279,192.359,42,101,-1,-1,-1,-1
111,8,413.65,188.824,46,112,-1,-1,-1,-1
111,9,437.643,179.226,48,116,-1,-1,-1,-1
111,10,290.258,205.519,28,67,-1,-1,-1,-1
111,11,239.907,211.334,30.48,73.584,-1,-1,-1,-1
111,12,308.407,209.031,27,66,-1,-1,-1,-1
111,7,220.549,198.264,32.6429,78.2166,-1,-1,-1,-1
112,1,547.405,193.796,42,102,-1,-1,-1,-1
112,8,414.294,187.179,48,116,-1,-1,-1,-1
112,9,438.172,173.684,52,126,-1,-1,-1,-1
112,10,287.683,203.258,29,71,-1,-1,-1,-1
112,11,238.334,210.842,30.576,73.7008,-1,-1,-1,-1
112,12,306.782,208.739,27,66,-1,-1,-1,-1
112,7,220.053,198.236,32.6115,78.18,-1,-1,-1,-1
113,1,543.556,182.285,52,126,-1,-1,-1,-1
113,8,414.057,182.36,52,126,-1,-1,-1,-1
113,9,439.452,171.295,54,130,-1,-1,-1,-1
113,10,286.287,203.085,30,71,-1,-1,-1,-1
113,12,305.378,208.516,27,66,-1,-1,-1,-1
113,11,236.76,210.351,30.2912,73.041,-1,-1,-1,-1
114,1,545.885,188.612,46,112,-1,-1,-1,-1
114,8,416.348,181.555,52,126,-1,-1,-1,-1
114,9,440.99,167.742,55,134,-1,-1,-1,-1
114,10,284.596,201.543,30,73,-1,-1,-1,-1
114,12,304.117,208.343,27,65,-1,-1,-1,-1
114,11,235.187,209.86,30.3494,73.2492,-1,-1,-1,-1
115,1,546.735,190.494,44,107,-1,-1,-1,-1
115,8,418.023,180.345,53,127,-1,-1,-1,-1
115,9,443.161,164.085,57,139,-1,-1,-1,-1
115,10,282.568,201.172,31,74,-1,-1,-1,-1
115,12,302.959,207.209,28,67,-1,-1,-1,-1
115,11,233.613,209.368,30.4193,73.379,-1,-1,-1,-1
116,1,544.007,186.692,49,117,-1,-1,-1,-1
116,8,420.091,179.481,54,131,-1,-1,-1,-1
116,9,445.79,162.134,59,143,-1,-1,-1,-1
116,10,281.171,200.374,31,75,-1,-1,-1,-1
116,12,301.439,207.11,28,68,-1,-1,-1,-1
116,11,232.04,208.877,30.4232,73.3908,-1,-1,-1,-1
117,1,546.283,190.145,46.6,112.8,-1,-1,-1,-1
117,8,422.55,182.604,53,129,-1,-1,-1,-1
117,9,448.292,160.13,62,150,-1,-1,-1,-1
117,10,279.493,199.563,32,77,-1,-1,-1,-1
117,11,220.334,211.614,35,84,-1,-1,-1,-1
117,12,300.094,207.474,28,67,-1,-1,-1,-1
118,8,424.865,183.095,54,131,-1,-1,-1,-1
118,9,450.661,160.35,63,151,-1,-1,-1,-1
118,10,277.184,200.722,32,76,-1,-1,-1,-1
118,11,217.417,212.587,35,84,-1,-1,-1,-1
118,12,298.454,208.743,27,66,-1,-1,-1,-1
118,1,549.379,194.689,42,101,-1,-1,-1,-1
119,1,549.441,194.983,41,99,-1,-1,-1,-1
119,8,426.06,181.617,56,136,-1,-1,-1,-1
119,9,451.046,156.24,67,161,-1,-1,-1,-1
119,10,275.3,200.846,31,75,-1,-1,-1,-1
119,11,216.042,215.138,32,78,-1,-1,-1,-1
119,12,296.172,207.926,28,67,-1,-1,-1,-1
120,1,548.998,195.085,41,98,-1,-1,-1,-1
120,8,425.46,171.975,64,154,-1,-1,-1,-1
120,9,453.005,152.539,69,168,-1,-1,-1,-1
120,10,272.898,199.502,32,78,-1,-1,-1,-1
120,11,210.418,213.242,34,82,-1,-1,-1,-1
120,12,292.872,206.606,29,70,-1,-1,-1,-1
121,1,548.782,195.041,40,96,-1,-1,-1,-1
121,8,425.87,160.35,70,170,-1,-1,-1,-1
121,9,455.413,148.093,72,174,-1,-1,-1,-1
121,10,269.13,196.247,34,83,-1,-1,-1,-1
121,11,200.871,205.715,41,98,-1,-1,-1,-1
121,12,290.165,204.488,30,72,-1,-1,-1,-1
122,1,546.596,192.17,39,95,-1,-1,-1,-1
122,8,428.374,158.087,70,169,-1,-1,-1,-1
122,9,456.283,142.59,75,182,-1,-1,-1,-1
122,10,262.263,190.208,39,94,-1,-1,-1,-1
122,11,192.39,199.324,43,105,-1,-1,-1,-1
122,12,285.328,201.811,31,74,-1,-1,-1,-1
123,1,545.482,190.598,40,96,-1,-1,-1,-1
123,8,430.479,155.85,72,174,-1,-1,-1,-1
123,9,460.471,142.277,76,183,-1,-1,-1,-1
123,10,259.933,192.339,37,89,-1,-1,-1,-1
123,11,187.245,201.258,43,104,-1,-1,-1,-1
123,12,283.305,201.508,31,74,-1,-1,-1,-1
124,1,545.224,188.635,40,98,-1,-1,-1,-1
124,8,433.898,156.581,73,176,-1,-1,-1,-1
124,9,464.193,142.304,77,186,-1,-1,-1,-1
124,10,259.364,193.492,36,88,-1,-1,-1,-1
124,11,182.247,203.432,42,102,-1,-1,-1,-1
124,12,281.807,201.827,31,74,-1,-1,-1,-1
125,1,544.172,187.999,41,99,-1,-1,-1,-1
125,8,436.954,155.7,76,184,-1,-1,-1,-1
125,9,470.114,142.953,78,188,-1,-1,-1,-1
125,10,256.507,195.072,36,86,-1,-1,-1,-1
125,11,177.966,205.707,40.6,98.2,-1,-1,-1,-1
125,12,280.234,203.444,31,74,-1,-1,-1,-1
